181,"$81,667 ",01343 / 72,,01343,1343,42.66,-72.98,,"$81,667 ",01343,42.66,-72.98
182,"$81,573 ","02379 / 6,981",,02379,2379,42.01,-71,,"$81,573 ",02379,42.01,-71
183,"$81,513 ","02032 / 4,103",,02032,2032,42.15,-71.21,,"$81,513 ",02032,42.15,-71.21
184,"$81,500 ","02351 / 16,081",,02351,2351,42.11,-70.95,,"$81,500 ",02351,42.11,-70.95
185,"$81,334 ","02790 / 16,142",,02790,2790,41.66,-71.1,,"$81,334 ",02790,41.66,-71.1
186,"$81,259 ","02760 / 27,177",,02760,2760,41.97,-71.33,,"$81,259 ",02760,41.97,-71.33
187,"$81,258 ","01904 / 18,053",,01904,1904,42.47,-70.96,,"$81,258 ",01904,42.47,-70.96
188,"$81,182 ","02451 / 17,454",,02451,2451,42.38,-71.24,,"$81,182 ",02451,42.38,-71.24
189,"$81,136 ","01531 / 1,109",,01531,1531,42.31,-72.13,,"$81,136 ",01531,42.31,-72.13
190,"$81,120 ","02576 / 5,032",,02576,2576,41.78,-70.75,,"$81,120 ",02576,41.78,-70.75
191,"$81,067 ","02764 / 3,837",,02764,2764,41.85,-71.15,,"$81,067 ",02764,41.85,-71.15
192,"$81,024 ","01469 / 7,328",,01469,1469,42.66,-71.7,,"$81,024 ",01469,42.66,-71.7
193,"$80,806 ","02766 / 19,280",,02766,2766,41.96,-71.18,,"$80,806 ",02766,41.96,-71.18
194,"$80,577 ","01068 / 1,791",,01068,1068,42.35,-72.05,,"$80,577 ",01068,42.35,-72.05
195,"$80,508 ","01860 / 6,536",,01860,1860,42.83,-71,,"$80,508 ",01860,42.83,-71
196,"$80,225 ","02557 / 4,599",,02557,2557,41.45,-70.56,,"$80,225 ",02557,41.45,-70.56
197,"$80,019 ","02767 / 13,588",,02767,2767,41.93,-71.04,,"$80,019 ",02767,41.93,-71.04
198,"$79,963 ","02062 / 28,844",,02062,2062,42.18,-71.19,,"$79,963 ",02062,42.18,-71.19
199,"$79,647 ","01033 / 6,214",,01033,1033,42.26,-72.52,,"$79,647 ",01033,42.26,-72.52
200,"$79,639 ","01036 / 5,141",,01036,1036,42.06,-72.41,,"$79,639 ",01036,42.06,-72.41
201,"$79,435 ","02144 / 24,539",,02144,2144,42.4,-71.12,,"$79,435 ",02144,42.4,-71.12
202,"$79,289 ","02446 / 28,796",,02446,2446,42.34,-71.12,,"$79,289 ",02446,42.34,-71.12
203,"$79,286 ","01341 / 1,583",,01341,1341,42.51,-72.68,,"$79,286 ",01341,42.51,-72.68
204,"$79,252 ","01754 / 10,314",,01754,1754,42.42,-71.45,,"$79,252 ",01754,42.42,-71.45
205,"$79,063 ","01731 / 1,893",,01731,1731,42.46,-71.28,,"$79,063 ",01731,42.46,-71.28
206,"$79,034 ","01801 / 39,315",,01801,1801,42.48,-71.15,,"$79,034 ",01801,42.48,-71.15
207,"$78,750 ","02322 / 4,421",,02322,2322,42.13,-71.05,,"$78,750 ",02322,42.13,-71.05
208,"$78,534 ","02138 / 36,937",,02138,2138,42.38,-71.14,,"$78,534 ",02138,42.38,-71.14
209,"$78,516 ","02762 / 8,581",,02762,2762,42,-71.33,,"$78,516 ",02762,42,-71.33
210,"$78,333 ","01266 / 1,491",,01266,1266,42.31,-73.39,,"$78,333 ",01266,42.31,-73.39
211,"$78,250 ","01560 / 4,565",,01560,1560,42.17,-71.68,,"$78,250 ",01560,42.17,-71.68
212,"$78,216 ","02739 / 6,138",,02739,2739,41.66,-70.8,,"$78,216 ",02739,41.66,-70.8
213,"$78,204 ","02130 / 38,214",,02130,2130,42.3,-71.11,,"$78,204 ",02130,42.3,-71.11
214,"$78,125 ","01054 / 1,836",,01054,1054,42.45,-72.5,,"$78,125 ",01054,42.45,-72.5
215,"$78,080 ",01222 / 811,,01222,1222,42.05,-73.33,,"$78,080 ",01222,42.05,-73.33
216,"$77,945 ","02155 / 59,193",,02155,2155,42.42,-71.1,,"$77,945 ",02155,42.42,-71.1
217,"$77,901 ","01938 / 13,480",,01938,1938,42.67,-70.83,,"$77,901 ",01938,42.67,-70.83
218,"$77,767 ","01463 / 11,782",,01463,1463,42.66,-71.58,,"$77,767 ",01463,42.66,-71.58
219,"$77,471 ","02190 / 16,667",,02190,2190,42.17,-70.95,,"$77,471 ",02190,42.17,-70.95
